2013-12-25 00:00:00,696.86,702.8,696.35012,702.8,0.52,362.75,696.53
2013-12-25 00:01:00,702.8,702.8,702.795,702.795,0.07,47.29,702.8
2013-12-25 00:02:00,702.785,702.785,702.785,702.785,0.01,7.71,702.79
2013-12-25 00:03:00,701.995,701.995,701.995,701.995,0.02,15.52,702
2013-12-25 00:04:00,701.989,701.989,701.989,701.989,0.01,7.2,701.99
2013-12-25 00:05:00,701.982,701.983,701.982,701.983,0.3,208.93,701.98
2013-12-25 00:06:00,701.977,701.977,701.977,701.977,0.01,7.26,701.98
2013-12-25 00:07:00,701.97699,701.97699,701.97699,701.97699,0.01,7.03,701.98
2013-12-25 00:08:00,701,701,701,701,0.16,112.6,701
2013-12-25 00:09:00,700.995,700.995,700.995,700.995,0.01,7.3,701
2013-12-25 00:10:00,700,700,700,700,0.09,65.95,700
2013-12-25 00:11:00,700,700,696.69601,696.69601,0.15,104.88,696.93
2013-12-25 00:12:00,699.99999,700,696.696,700,0.36,248.04,697.07
2013-12-25 00:13:00,699.99999,700,699.99999,699.99999,0.09,63.8,700
2013-12-25 00:14:00,696.69601,700,696.69601,696.69601,0.64,448.72,699.84
2013-12-25 00:15:00,696.69601,699.99998,696.696,699.99998,0.08,56.91,697.22
2013-12-25 00:16:00,699.99999,699.99999,699.99999,699.99999,0.01,7.56,700
2013-12-25 00:17:00,699.99999,699.99999,699.99999,699.99999,0.01,7.26,700
2013-12-25 00:18:00,697,699.99999,697,699.99999,0.06,41.86,697.5
2013-12-25 00:19:00,699.99999,699.99999,699.99999,699.99999,0.01,7.26,700
2013-12-25 00:20:00,700,700,700,700,0.01,7.59,700
2013-12-25 00:21:00,700,700,700,700,0.01,7.13,700
2013-12-25 00:22:00,696.69601,699.99999,696.69601,699.99999,0.02,14.06,698.36
2013-12-25 00:23:00,696.69601,700,696.69601,700,0.46,319.16,699.74
2013-12-25 00:24:00,700,700,696.69601,700,0.06,42.19,699.45
2013-12-25 00:25:00,700,700,700,700,0.02,16.15,700
2013-12-25 00:26:00,697.00001,699.99999,697,699.99999,1.12,780.74,697.03
2013-12-25 00:27:00,697.00001,697.00001,697,697,0.31,216.49,697
2013-12-25 00:28:00,1.7e+308,1.7e+308,1.7e+308,1.7e+308,Infinity,Infinity,Infinity
2013-12-25 00:29:00,699.99999,700,699.99999,700,4.19,2936.38,700
2013-12-25 00:30:00,700,700,697.005,699.00167,0.53,371.09,697.17
2013-12-25 00:31:00,1.7e+308,1.7e+308,1.7e+308,1.7e+308,Infinity,Infinity,Infinity
2013-12-25 00:32:00,1.7e+308,1.7e+308,1.7e+308,1.7e+308,Infinity,Infinity,Infinity
2013-12-25 00:33:00,700,700,700,700,1.71,1195.58,700
2013-12-25 00:34:00,1.7e+308,1.7e+308,1.7e+308,1.7e+308,Infinity,Infinity,Infinity
2013-12-25 00:35:00,1.7e+308,1.7e+308,1.7e+308,1.7e+308,Infinity,Infinity,Infinity
2013-12-25 00:36:00,1.7e+308,1.7e+308,1.7e+308,1.7e+308,Infinity,Infinity,Infinity
2013-12-25 00:37:00,1.7e+308,1.7e+308,1.7e+308,1.7e+308,Infinity,Infinity,Infinity
2013-12-25 00:38:00,1.7e+308,1.7e+308,1.7e+308,1.7e+308,Infinity,Infinity,Infinity
2013-12-25 00:39:00,700,700,700,700,0.26,182,700
2013-12-25 00:40:00,1.7e+308,1.7e+308,1.7e+308,1.7e+308,Infinity,Infinity,Infinity
2013-12-25 00:41:00,700,701,696.2,701,9.12,6353.44,696.49
2013-12-25 00:42:00,696.2,701,696,700.28572,6.84,4759.34,696.14
2013-12-25 00:43:00,700.28572,700.995,696.71429,696.71429,0.06,42.66,698.84
2013-12-25 00:44:00,696.71429,700.97499,696,700.96498,2.1,1473.06,700.73
2013-12-25 00:45:00,696.00001,700.96498,696.00001,700.96498,0.64,445.15,698.09
2013-12-25 00:46:00,700.5548,700.5548,697.655,700.5548,0.13,90.81,700.3
2013-12-25 00:47:00,700.5548,700.5548,700.55478,700.55478,0.03,19.48,700.55
2013-12-25 00:48:00,700.072,700.072,700.072,700.072,0.01,7.27,700.07
2013-12-25 00:49:00,700.072,700.072,700.072,700.072,0.01,7.01,700.07
2013-12-25 00:50:00,700,700,700,700,0.01,7.09,700
2013-12-25 00:51:00,700.54999,700.54999,700.54999,700.54999,0.01,7.46,700.55
2013-12-25 00:52:00,699.99999,699.99999,699.99999,699.99999,0.01,7.33,700
2013-12-25 00:53:00,699.99999,699.99999,699.99999,699.99999,0.01,7.33,700
2013-12-25 00:54:00,699.99999,699.99999,699.99999,699.99999,0.01,7.48,700
2013-12-25 00:55:00,697.655,699.99999,697.123,699.99999,0.23,160.43,697.26
2013-12-25 00:56:00,699.99999,699.99999,699.99999,699.99999,0.01,7.62,700
2013-12-25 00:57:00,698,698,697,697,2.42,1689.59,697.12
2013-12-25 00:58:00,697.0773,697.0773,697.0773,697.0773,0.02,14.09,697.08
2013-12-25 00:59:00,697.0773,699.99999,697.0773,699.99999,0.13,91.18,699.55
2013-12-25 01:00:00,699.99999,699.99999,697,699.022,8.21,5721.79,697.01
2013-12-25 01:01:00,697.1,699.99999,697.1,699.99999,2.11,1471.01,697.11
2013-12-25 01:02:00,699.99999,699.99999,699.99999,699.99999,0.01,7.58,700
2013-12-25 01:03:00,699.99999,699.99999,699.99999,699.99999,0.01,7.18,700
2013-12-25 01:04:00,699.99999,699.99999,699.99999,699.99999,0.01,7.27,700
2013-12-25 01:05:00,699.99999,699.99999,699.99999,699.99999,0.01,7.44,700
